statut_juridique,secteur_activite,taille,region,montant_financement
Auto-entrepreneur,Artisanat,PME,Tanger-Tétouan,94680
Personne physique,Industrie,PME,Rabat-Salé-Kénitra,177378
Personne physique,Industrie,PME,Fès-Meknès,192049
Coopérative,Tech,PME,Rabat-Salé-Kénitra,187050
Personne physique,Tech,TPE,Fès-Meknès,55885
Auto-entrepreneur,Tech,TPE,Fès-Meknès,63029
Coopérative,Industrie,TPE,Tanger-Tétouan,57296
Auto-entrepreneur,Artisanat,Start-up,Rabat-Salé-Kénitra,144419
Auto-entrepreneur,Commerce,PME,Rabat-Salé-Kénitra,102721
Personne physique,Commerce,Start-up,Casablanca-Settat,217360
Coopérative,Tourisme,PME,Rabat-Salé-Kénitra,152143
Coopérative,Commerce,TPE,Casablanca-Settat,35928
Personne physique,Commerce,Start-up,Marrakech-Safi,196758
Auto-entrepreneur,Tech,TPE,Marrakech-Safi,55675
Auto-entrepreneur,Tech,PME,Marrakech-Safi,166522
Auto-entrepreneur,Industrie,PME,Autre,128116
Auto-entrepreneur,Tourisme,PME,Rabat-Salé-Kénitra,98694
Coopérative,Agriculture,TPE,Autre,27798
Coopérative,Tourisme,PME,Rabat-Salé-Kénitra,115061
Personne physique,Tourisme,TPE,Casablanca-Settat,57708
Personne physique,Artisanat,Start-up,Autre,133122
Coopérative,Industrie,PME,Autre,160813
Coopérative,Artisanat,PME,Autre,93812
Auto-entrepreneur,Tourisme,PME,Fès-Meknès,115313
Auto-entrepreneur,Tourisme,Start-up,Casablanca-Settat,228620
Personne physique,Tourisme,PME,Marrakech-Safi,122204
Coopérative,Commerce,TPE,Casablanca-Settat,37439
Personne physique,Artisanat,TPE,Fès-Meknès,32791
Coopérative,Tourisme,PME,Rabat-Salé-Kénitra,115588
Auto-entrepreneur,Tech,PME,Casablanca-Settat,202120
Personne physique,Industrie,Start-up,Autre,284681
Personne physique,Industrie,Start-up,Marrakech-Safi,344999
Coopérative,Tech,Start-up,Marrakech-Safi,262425
Auto-entrepreneur,Industrie,PME,Rabat-Salé-Kénitra,176304
Personne physique,Commerce,Start-up,Casablanca-Settat,214428
Auto-entrepreneur,Commerce,Start-up,Fès-Meknès,160899
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,40969
Auto-entrepreneur,Agriculture,Start-up,Casablanca-Settat,194326
Coopérative,Agriculture,TPE,Tanger-Tétouan,34853
Personne physique,Industrie,TPE,Marrakech-Safi,70645
Personne physique,Commerce,Start-up,Fès-Meknès,234380
Auto-entrepreneur,Commerce,TPE,Autre,35155
Auto-entrepreneur,Commerce,PME,Fès-Meknès,80282
Personne physique,Tech,PME,Autre,215782
Coopérative,Commerce,Start-up,Fès-Meknès,202155
Auto-entrepreneur,Tech,PME,Marrakech-Safi,141356
Auto-entrepreneur,Agriculture,TPE,Autre,24277
Auto-entrepreneur,Agriculture,PME,Casablanca-Settat,88753
Personne physique,Industrie,Start-up,Autre,217224
Personne physique,Agriculture,Start-up,Rabat-Salé-Kénitra,214085
Personne physique,Industrie,TPE,Casablanca-Settat,78498
Personne physique,Tourisme,Start-up,Rabat-Salé-Kénitra,230456
Coopérative,Tourisme,PME,Fès-Meknès,117307
Coopérative,Artisanat,Start-up,Casablanca-Settat,205680
Personne physique,Industrie,TPE,Fès-Meknès,51418
Coopérative,Artisanat,Start-up,Tanger-Tétouan,180084
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,81281
Auto-entrepreneur,Tourisme,TPE,Fès-Meknès,35150
Auto-entrepreneur,Industrie,PME,Rabat-Salé-Kénitra,141715
Personne physique,Tourisme,TPE,Autre,41498
Auto-entrepreneur,Artisanat,Start-up,Tanger-Tétouan,116096
Coopérative,Industrie,TPE,Fès-Meknès,56730
Personne physique,Artisanat,TPE,Fès-Meknès,30386
Coopérative,Commerce,Start-up,Tanger-Tétouan,220902
Auto-entrepreneur,Industrie,PME,Tanger-Tétouan,136388
Auto-entrepreneur,Industrie,Start-up,Casablanca-Settat,226282
Auto-entrepreneur,Artisanat,TPE,Rabat-Salé-Kénitra,31704
Personne physique,Commerce,Start-up,Tanger-Tétouan,183989
Coopérative,Tech,TPE,Tanger-Tétouan,69393
Personne physique,Tourisme,Start-up,Marrakech-Safi,267130
Personne physique,Artisanat,Start-up,Autre,175112
Auto-entrepreneur,Industrie,PME,Tanger-Tétouan,116493
Personne physique,Tourisme,TPE,Rabat-Salé-Kénitra,49138
Personne physique,Tourisme,PME,Autre,130997
Auto-entrepreneur,Tourisme,TPE,Autre,36618
Personne physique,Tech,Start-up,Fès-Meknès,273448
Auto-entrepreneur,Agriculture,TPE,Fès-Meknès,30158
Auto-entrepreneur,Artisanat,PME,Fès-Meknès,80929
Auto-entrepreneur,Agriculture,PME,Fès-Meknès,79130
Auto-entrepreneur,Agriculture,PME,Marrakech-Safi,89182
Personne physique,Agriculture,TPE,Tanger-Tétouan,39044
Auto-entrepreneur,Tourisme,PME,Fès-Meknès,116275
Auto-entrepreneur,Commerce,PME,Casablanca-Settat,131472
Personne physique,Tourisme,PME,Fès-Meknès,134838
Personne physique,Tourisme,Start-up,Tanger-Tétouan,215545
Coopérative,Industrie,Start-up,Fès-Meknès,231264
Personne physique,Industrie,TPE,Marrakech-Safi,71571
Personne physique,Agriculture,TPE,Rabat-Salé-Kénitra,50115
Coopérative,Tourisme,PME,Rabat-Salé-Kénitra,149262
Personne physique,Agriculture,Start-up,Tanger-Tétouan,222854
Personne physique,Industrie,PME,Rabat-Salé-Kénitra,175829
Personne physique,Commerce,PME,Rabat-Salé-Kénitra,150850
Personne physique,Artisanat,Start-up,Casablanca-Settat,185477
Coopérative,Agriculture,Start-up,Tanger-Tétouan,167528
Personne physique,Commerce,Start-up,Tanger-Tétouan,233314
Personne physique,Artisanat,TPE,Rabat-Salé-Kénitra,30571
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,54205
Auto-entrepreneur,Agriculture,PME,Rabat-Salé-Kénitra,98701
Coopérative,Agriculture,TPE,Autre,31695
Auto-entrepreneur,Tech,Start-up,Marrakech-Safi,324312
Coopérative,Tech,Start-up,Fès-Meknès,254501
Coopérative,Agriculture,TPE,Marrakech-Safi,30575
Personne physique,Tech,PME,Tanger-Tétouan,180386
Auto-entrepreneur,Tourisme,PME,Casablanca-Settat,96453
Personne physique,Artisanat,TPE,Fès-Meknès,27554
Auto-entrepreneur,Artisanat,PME,Casablanca-Settat,98309
Coopérative,Artisanat,PME,Autre,82722
Coopérative,Tourisme,PME,Tanger-Tétouan,134311
Auto-entrepreneur,Tech,Start-up,Autre,301654
Personne physique,Commerce,Start-up,Tanger-Tétouan,226018
Personne physique,Tech,TPE,Casablanca-Settat,63154
Personne physique,Agriculture,Start-up,Casablanca-Settat,185202
Personne physique,Industrie,PME,Casablanca-Settat,228176
Coopérative,Artisanat,Start-up,Tanger-Tétouan,159232
Coopérative,Tech,TPE,Rabat-Salé-Kénitra,74745
Coopérative,Commerce,Start-up,Casablanca-Settat,240384
Coopérative,Agriculture,PME,Autre,113828
Coopérative,Tourisme,PME,Fès-Meknès,136194
Personne physique,Tourisme,TPE,Tanger-Tétouan,45987
Personne physique,Commerce,Start-up,Autre,179088
Personne physique,Agriculture,Start-up,Marrakech-Safi,236949
Personne physique,Artisanat,Start-up,Marrakech-Safi,178318
Coopérative,Tech,PME,Fès-Meknès,148255
Coopérative,Agriculture,TPE,Rabat-Salé-Kénitra,39959
Coopérative,Tourisme,Start-up,Casablanca-Settat,230563
Auto-entrepreneur,Commerce,PME,Tanger-Tétouan,118148
Personne physique,Commerce,PME,Autre,121781
Personne physique,Tech,PME,Casablanca-Settat,217052
Coopérative,Commerce,Start-up,Autre,204225
Personne physique,Commerce,Start-up,Tanger-Tétouan,238138
Personne physique,Agriculture,Start-up,Marrakech-Safi,210433
Coopérative,Artisanat,Start-up,Casablanca-Settat,158900
Auto-entrepreneur,Tech,Start-up,Fès-Meknès,252545
Auto-entrepreneur,Agriculture,Start-up,Rabat-Salé-Kénitra,179422
Auto-entrepreneur,Artisanat,Start-up,Fès-Meknès,110229
Coopérative,Agriculture,Start-up,Rabat-Salé-Kénitra,170605
Personne physique,Industrie,Start-up,Autre,293101
Coopérative,Agriculture,PME,Casablanca-Settat,117850
Coopérative,Commerce,Start-up,Casablanca-Settat,202161
